State,Constituency,Candidate,Party,Votes
MP,SARANGPUR,KALA MAHESH MALVIYA,Indian National Congress,70624
,,,,
MP,SARANGPUR,DURGESH AHIRWAR,Bahujan Samaj Party,1999
,,,,
MP,SARANGPUR,MOHANLAL RAMPURIA,Independent,1142
,,,,
MP,SARANGPUR,BANSHILAL,Independent,327
,,,,
MP,SARANGPUR,BALRAM VERMA,Bahujan Sangharshh Dal,295
,,,,
MP,SARANGPUR,ENG. SATYENDRA JATAV,Aam Aadmi Party,266
,,,,
MP,SARANGPUR,None of the Above,None of the Above,1590
,,,,
MP,SARDARPUR,PRATAP GREWAL,Indian National Congress,96419
,,,,
MP,SARDARPUR,SANJAY SINGH BAGHEL,Bharatiya Janata Party,60214
,,,,
MP,SARDARPUR,MEHTABSINGH DAWAR,Bahujan Samaj Party,1659
,,,,
MP,SARDARPUR,KARAN SINGH VASUNIA,Sapaks Party,1160
,,,,
MP,SARDARPUR,BHERULAL KALURAM EMLIYAR,Bahujan Mukti Party,971
,,,,
MP,SARDARPUR,VIJAYSINGH DEVISINGH BHABOR,Aam Aadmi Party,780
,,,,
MP,SARDARPUR,None of the Above,None of the Above,3298
,,,,
MP,SATNA,DABBU SIDDHARTH SUKHLAL  KUSHWAHA,Indian National Congress,60105
,,,,
MP,SATNA,SHANKARLAL TIWARI,Bharatiya Janata Party,47547
,,,,
MP,SATNA,PUSHKAR SINGH TOMAR,Bahujan Samaj Party,35064
,,,,
MP,SATNA,RAMORAM GUPTA,Sapaks Party,7984
,,,,
MP,SATNA,PHOUJI SANDEEP BABA,Rashtravadi Party (Bharat),1109
,,,,
MP,SATNA,VIJAY VISHWAKARMA EX.ARMY,Independent,928
,,,,
MP,SATNA,NISHANT SHRIVASTAVA,Aam Aadmi Party,864
,,,,
MP,SATNA,SHASHANK SINGH,Anarakshit Samaj Party,759
,,,,
MP,SATNA,ANIL KEWAT,Adhikar Vikas Party,678
,,,,
MP,SATNA,SUDEEP SHUKLA (PINKU) (DEAF),Apna Dal (Soneylal),613
,,,,
MP,SATNA,NANDLAL SAHU,Akhil Bharat Hindu Mahasabha,506
,,,,
MP,SATNA,AKBAR MASTAN KHAN,Independent,460
,,,,
MP,SATNA,RAKESH GARG (KHUTHA),Shiv Sena,396
,,,,
MP,SATNA,KRISHAN KUMAR DWIVEDI( LALLU BADGHIYA),Independent,322
,,,,
MP,SATNA,SHYAMA AHIRWAR (SHYAMLAL SAKET),Independent,308
,,,,
MP,SATNA,SHOBHIT KUMAR PANDEY,Independent,275
,,,,
MP,SATNA,JITENDRA KUMAR ROY,Janata Congress,273
,,,,
MP,SATNA,JITENDRA SINGH (JITTU),Independent,259
,,,,
MP,SATNA,RASHMI,Independent,237
,,,,
MP,SATNA,JAGJEEVANRAM (J.J.KALAKAR),Bahujan Sangharshh Dal,221
,,,,
MP,SATNA,ENGINEER AKASH JAISWAL,Peoples Party of India (Democratic),220
,,,,
MP,SATNA,LAL PRAMOD SINGH,Sarvadharam Party (Madhya Pradesh),215
,,,,
MP,SATNA,NIRMALA TIWARI,Bhartiya Shakti Chetna Party,179
,,,,
MP,SATNA,RAJENDRA KUMAR VERMA,Independent,162
,,,,
MP,SATNA,"SHIVVARAN""G"" BAGHA",Independent,148
,,,,
MP,SATNA,RAMSAJJAN MALLAH,Independent,137
,,,,
MP,SATNA,VINOD GUPTA,Independent,128
,,,,
MP,SATNA,TRIBHUWAN PRASAD PANDEY,Independent,126
,,,,
MP,SATNA,RABIA KHAN,Independent,125
,,,,
MP,SATNA,NAUSHAD HUSSAIN (MUNNA BABU),Independent,66
,,,,
MP,SATNA,None of the Above,None of the Above,973
,,,,
MP,SAUSAR,VIJAY REVNATH CHORE,Indian National Congress,86700
,,,,
MP,SAUSAR,NANABHAU MOHOD,Bharatiya Janata Party,66228
,,,,
MP,SAUSAR,ANIL GURVE,Bahujan Samaj Party,2596
,,,,
MP,SAUSAR,PRAVEEN LEELADHAR BALANG,Independent,2325
,,,,
MP,SAUSAR,KAWDETI RAMESHWAR,Gondvana Gantantra Party,1892
,,,,
MP,SAUSAR,MATIN MUSTAK KHAN,Independent,1766
,,,,
MP,SAUSAR,KESHAWRAO CHARPE,Rashtriya Aamjan Party,1116
,,,,
MP,SAUSAR,SUKHRAM TEKAM,Independent,1110
,,,,
MP,SAUSAR,YOUVARAJ VISHWNATH BHUTANGE,Independent,1051
,,,,
MP,SAUSAR,DHARMENDRA SAHU,Independent,660
,,,,
MP,SAUSAR,SHAMRAV JHADANE,Independent,620
,,,,
MP,SAUSAR,GAJANAN MADKE,Independent,520
,,,,
MP,SAUSAR,GOPAL KOTHE,Aam Aadmi Party,506
,,,,
MP,SAUSAR,CHARANSING VITHATHALSING PARMAR (THAKUR),Independent,480
,,,,
MP,SAUSAR,GAJJU GHORSE-RAJENDRA GHORSE,Independent,399
,,,,
MP,SAUSAR,RAVIKANT KAPASE,Shiv Sena,274
,,,,
MP,SAUSAR,VIJAY GHATOD,Bahujan Mukti Party,250
,,,,
MP,SAUSAR,SANDIP DONGRE,Independent,219
,,,,
MP,SAUSAR,DILIP BAGDE,Bahujan Sangharshh Dal,160
,,,,
MP,SAUSAR,FOGAL BANSOD,Republican Party of India (A),154
,,,,
MP,SAUSAR,None of the Above,None of the Above,577
,,,,
MP,SEHORE ,SUDESH RAI,Bharatiya Janata Party,60117
,,,,
MP,SEHORE ,SURENDRA SINGH THAKUR,Indian National Congress,39473
,,,,
MP,SEHORE ,USHA RAMESH SAXENA,Independent,26397
,,,,
MP,SEHORE ,"GAURAV ""SUNNY"" MAHAJAN",Independent,25916
,,,,
MP,SEHORE ,SUNIL JATAV,Bahujan Samaj Party,1261
,,,,
MP,SEHORE ,KAILASHNARAYAN SHRIVASTAV,Independent,1061
,,,,
MP,SEHORE ,MAKHAN SINGH SOLANKI,Communist Party of India,941
,,,,
MP,SEHORE ,KAMALSINGH,Prajatantrik Samadhan Party,610
,,,,
MP,SEHORE ,MO. AKRAM QURESHI,Independent,494
,,,,
MP,SEHORE ,ENGG. KRISHNAPAL SINGH BAGHEL,Aam Aadmi Party,416
,,,,
MP,SEHORE ,NILESH JAIN (JAIN SAAB),Shiv Sena,361
,,,,
MP,SEHORE ,None of the Above,None of the Above,1140
,,,,
MP,SEMARIYA,K.P. TRIPATHI,Bharatiya Janata Party,47889
,,,,
MP,SEMARIYA,TRIYUGI NARAYAN SHUKLA (BHAGAT),Indian National Congress,40113
,,,,
MP,SEMARIYA,PANKAJ SINGH,Bahujan Samaj Party,38477
,,,,
MP,SEMARIYA,RAMRATI KEWAT,Rashtriya Apna Dal,1485
,,,,
MP,SEMARIYA,RAJKUMAR TIWARI,Sapaks Party,882
,,,,
MP,SEMARIYA,TIRATH PRASAD KOL,Independent,806
,,,,
MP,SEMARIYA,RAMKISHAN NIRAT,Republican Party of India (A),758
,,,,
MP,SEMARIYA,PRAMOD SHARMA,Aam Aadmi Party,745
,,,,
MP,SEMARIYA,"SAUKHILAL TIWARI ""BABAIYA""",Communist Party of India  (Marxist),711
,,,,
MP,SEMARIYA,RAKESH YADAV,Aadim Samaj Party,509
,,,,
MP,SEMARIYA,BASANT LAL KOL,Bahujan Mukti Party,489
,,,,
MP,SEMARIYA,RAMKALESH SAKET,Independent,422
,,,,
MP,SEMARIYA,RAJENDRA SINGH,Independent,366
,,,,
MP,SEMARIYA,ARUN PRATAP SINGH,Apna Dal (Soneylal),347
,,,,
MP,SEMARIYA,GHANSHYAM PRASAD MISHRA,Bhartiya Shakti Chetna Party,343
,,,,
MP,SEMARIYA,BABULAL SEN,Janata Congress,327
,,,,
MP,SEMARIYA,RAMSAJIVAN TIWARI,Independent,276
,,,,
MP,SEMARIYA,RAJNEESH PRAJAPATI,Peoples Party of India (Democratic),272
,,,,
MP,SEMARIYA,VIVEK SINGH (NEELU BHAIYA),Independent,258
,,,,
MP,SEMARIYA,YASHWANT CHUDHRI,Jan Adhikar Party,193
,,,,
MP,SEMARIYA,GOPAL PRASAD SATNAMI,Sarvadharam Party (Madhya Pradesh),162
,,,,
MP,SEMARIYA,RAMLOTAN CHAUDHARI,Independent,152
,,,,
MP,SEMARIYA,None of the Above,None of the Above,452
,,,,
MP,SENDHWA (S.T.),GYARSILAL RAWAT,Indian National Congress,94722
,,,,
MP,SENDHWA (S.T.),ANTARSINGH ARYA,Bharatiya Janata Party,78844
,,,,
MP,SENDHWA (S.T.),BABULAL MORE,Communist Party of India,3080
,,,,
MP,SENDHWA (S.T.),KAMALESH THAKUR,Bahujan Samaj Party,1555
,,,,
MP,SENDHWA (S.T.),GAFFAR S/O NUR MOHAMMAD MUNDA,Rashtriya Samanta Dal,1490
,,,,
MP,SENDHWA (S.T.),INDAS BARDE,Aam Aadmi Party,1001
,,,,
MP,SENDHWA (S.T.),SULTANA MUNDA ADIWASI,Independent,994
,,,,
MP,SENDHWA (S.T.),None of the Above,None of the Above,3782
,,,,
MP,SEONI,DINESH RAI MUNMUN,Bharatiya Janata Party,99576
,,,,
MP,SEONI,MOHAN SINGH CHANDEL,Indian National Congress,77568
,,,,
MP,SEONI,GAYA PRASAD KUMRE,Gondvana Gantantra Party,6066
,,,,
MP,SEONI,MAKBOOL SHAH,Independent,2536
,,,,
MP,SEONI,TANVIR KHAN,Independent,2314
,,,,
MP,SEONI,D.D. WASNIK,Communist Party of India,2038
,,,,
MP,SEONI,AHMAD SHAEED QURESHI,Bahujan Samaj Party,1392
,,,,
MP,SEONI,M. RAHMAN,Independent,1210
,,,,
MP,SEONI,HEMANT KUMAR SHRIVAS (JITTU BHAIYA),Independent,1143
,,,,
MP,SEONI,"""RAJENDRA GUPTA 'TAKSHAK'""",Independent,1030
,,,,
MP,SEONI,GOVIND SHRIVAS BHAIYA SARKAR,Independent,984
,,,,
MP,SEONI,KAMLESHWAR PRASAD DIXIT,Sapaks Party,832
,,,,
MP,SEONI,RAGHUVIR SINGH SANODIYA,Aam Aadmi Party,675
,,,,
MP,SEONI,UMESH KUMAR JAIN,Shiv Sena,569
,,,,
MP,SEONI,KUNWAR SINGH BHALAVI,Independent,502
,,,,
MP,SEONI,SULEMAN KADRI,Bahujan Mukti Party,477
,,,,
MP,SEONI,OAMKAR,Independent,470
,,,,
MP,SEONI,NARESH  CHOURASIYA(BABLU),India Praja Bandhu Party,309
,,,,
MP,SEONI,RAJARAM YADAV,Independent,307
,,,,
MP,SEONI,None of the Above,None of the Above,769
,,,,
MP,SEONI MALWA,PREMSHANKER KUNJILAL VERMA (BAGHWADA),Bharatiya Janata Party,88022
,,,,
MP,SEONI MALWA,OMPRAKASH HAZARILAL RAGHUWANSHI,Indian National Congress,76418
,,,,
MP,SEONI MALWA,LAXMAN SINGH PARTE,Gondvana Gantantra Party,9682
,,,,
MP,SEONI MALWA,RAM MOHAN GOUR (PATEL),Independent,2091
,,,,
MP,SEONI MALWA,MEGHRAJ GULDAR HARIYALE,Bahujan Samaj Party,1796
,,,,
MP,SEONI MALWA,RAJSHRI D/O SHANKAR SINGH,Aam Aadmi Party,1764
,,,,
MP,SEONI MALWA,FAGRAM,Samajwadi Jan Parishad,1545
,,,,
MP,SEONI MALWA,ENG. BADAMILAL BHAGIRATH UIKEY,Independent,830
,,,,
MP,SEONI MALWA,UMASHANKAR CHANDRYAN,Sapaks Party,688
,,,,
MP,SEONI MALWA,DEEPAK ASHWARE,Bahujan Sangharshh Dal,633
,,,,
MP,SEONI MALWA,BADAMILAL DAUAA KORKU,Independent,451
,,,,
MP,SEONI MALWA,GOPAL KRISHN YADUWANSHI,Independent,447
,,,,
MP,SEONI MALWA,DINESH KATARE RAJALYA,Ambedkarite Party of India,436
,,,,
MP,SEONI MALWA,BHARTIYA NARENDRA RAGHUWANSHI,Naya Bharat Party,275
,,,,
MP,SEONI MALWA,None of the Above,None of the Above,3897
,,,,
MP,SEWDA,GHANSHYAM SINGH,Indian National Congress,64810
,,,,
MP,SEWDA,RADHELAL BAGHEL,Bharatiya Janata Party,31542
,,,,
MP,SEWDA,LAKHAN SINGH YADAV,Bahujan Samaj Party,18006
,,,,
MP,SEWDA,PARINEETA RAJE (BETI RAJA),Aam Aadmi Party,2472
,,,,
MP,SEWDA,HOLKAR RISHAPAL  SINGH  BAGHEL,Independent,987
,,,,
MP,SEWDA,RUDRA PRATAP SINGH,Rashtriya Rakshak Morcha,757
,,,,
MP,SEWDA,RAM KUMAR,Independent,450
,,,,
MP,SEWDA,DR. NIRAJ GUPTA,Independent,418
,,,,
MP,SEWDA,VAIDH RAMKUMAR GUPTA URAF VIDHAYAK JI,Jan Adhikar Party,409
,,,,
MP,SEWDA,HARDAS KUSHAWA,Samajwadi Party,314
,,,,
MP,SEWDA,RAMJI LAL KUSHWAH,Bhartiya Shakti Chetna Party,306
,,,,
MP,SEWDA,RAJARAM,Independent,282
,,,,
MP,SEWDA,SONU SHARMA  PANDOKHAR SARKAR,Sanjhi Virasat Party,256
,,,,
MP,SEWDA,BRAJESH KUMAR  BANSHKAR,Independent,192
,,,,
MP,SEWDA,None of the Above,None of the Above,1753
,,,,
MP,SHAHPURA ,BHOOPENDRA MARAVI (BABLU),Indian National Congress,88687
,,,,
MP,SHAHPURA ,OMPRAKASH DHURWEY,Bharatiya Janata Party,54727
,,,,
MP,SHAHPURA ,RANJEET SINGH MARAVI,Gondvana Gantantra Party,30955
,,,,
MP,SHAHPURA ,AMAR SINGH MARKO,Aam Aadmi Party,6130
,,,,
MP,SHAHPURA ,ANEK SINGH MARAVI,Independent,2931
,,,,
MP,SHAHPURA ,GAWLU SINGH MARKAM,Bahujan Samaj Party,2586
,,,,
MP,SHAHPURA ,SHAMBHU SINGH MARAVI,Independent,1988
,,,,
MP,SHAHPURA ,None of the Above,None of the Above,6543
,,,,
MP,SHAJAPUR ,KARADA HUKUMSINGH,Indian National Congress,89940
,,,,
MP,SHAJAPUR ,ARUN BHIMAWAD,Bharatiya Janata Party,44961
,,,,
MP,SHAJAPUR ,J.P. MANDLOI,Independent,37841
,,,,
MP,SHAJAPUR ,CHOUKHUTIYA RAJENDRASINGH,Bahujan Samaj Party,4150
,,,,
MP,SHAJAPUR ,SHANKARLAL PATIDAR,Independent,1519
,,,,
MP,SHAJAPUR ,JIYAUR RAHMAN (JIYA LALA),Aam Aadmi Party,1233
,,,,
MP,SHAJAPUR ,KOHLI BHERULAL,Prajatantrik Samadhan Party,587
,,,,
MP,SHAJAPUR ,MUKESH KUMAR,Independent,530
,,,,
MP,SHAJAPUR ,BAHMANAND,Independent,452
,,,,
MP,SHAJAPUR ,ARUN PATIDAR,Independent,312
,,,,
MP,SHAJAPUR ,OMPRAKASH VERMA,Independent,288
,,,,
MP,SHAJAPUR ,BHAGWATI SADHVI,Shiv Sena,240
,,,,
MP,SHAJAPUR ,None of the Above,None of the Above,2072
,,,,
MP,SHAMSHABAD,RAJSHRI - RUDRA PRATAP SINGH.,Bharatiya Janata Party,62607
,,,,
MP,SHAMSHABAD,JYOTSNA YADAV,Indian National Congress,55267
,,,,
MP,SHAMSHABAD,NARAYAN SINGH KUSHWAH,Independent,6027
,,,,
MP,SHAMSHABAD,MAHARAJ SINGH AHIRWAR,Bahujan Samaj Party,1995
,,,,
MP,SHAMSHABAD,ARVIND TIWARI,Sapaks Party,1393
,,,,
MP,SHAMSHABAD,THAKUR MOOL CHAND DANGI,Independent,831
,,,,
MP,SHAMSHABAD,HUKAM SINGH DHAKAD,Independent,813
,,,,
MP,SHAMSHABAD,NAVEEN SHARMA,Aam Aadmi Party,389
,,,,
MP,SHAMSHABAD,MUKESH KUMAR AHIRWAR,Bahujan Sangharshh Dal,235
,,,,
MP,SHAMSHABAD,BABULAL YADAV,Gondvana Gantantra Party,220
,,,,
MP,SHAMSHABAD,DWARKA PRASAD DHAKAD,All India Democratic Party,215
,,,,
MP,SHAMSHABAD,PISTA BAI SOUDAN SINGH YADAV,Samajwadi Party,210
,,,,
MP,SHAMSHABAD,RAJESH MALVIYA,Bhartiya Panchyat Party,186
,,,,
MP,SHAMSHABAD,None of the Above,None of the Above,1769
,,,,
MP,SHEOPUR ,BABU JANDEL,Indian National Congress,98580
,,,,
MP,SHEOPUR ,DURGA LAL VIJAY (VAKIL),Bharatiya Janata Party,56870
,,,,
MP,SHEOPUR ,TULSINARAYAN MEENA,Bahujan Samaj Party,14444
,,,,
MP,SHEOPUR ,AD. KULDEEP SINGH,Aam Aadmi Party,2142
,,,,
MP,SHEOPUR ,DIPTEE SAYYAD ZFAR ALI,Independent,1062
,,,,
MP,SHEOPUR ,MUKESH SUMAN,Bahujan Mukti Party,937
,,,,
MP,SHEOPUR ,HRVILASH ADIVASI,Independent,878
,,,,
MP,SHEOPUR ,TEJPAL ADIWASI,Jai Prakash Janata Dal,594
,,,,
MP,SHEOPUR ,MURLIDHAR PRAJAPATI,Rashtriya Krantikari Samajwadi Party,525
,,,,
MP,SHEOPUR ,RAVINDRA KUMAR,Inqalab Vikas Dal,466
,,,,
MP,SHEOPUR ,BHURE SINGH MALEE,Jan Adhikar Party,398
,,,,
MP,SHEOPUR ,None of the Above,None of the Above,1794
,,,,
MP,SHIVPURI,YASHODHARA RAJE SCINDIA,Bharatiya Janata Party,84570
,,,,
MP,SHIVPURI,SIDDHARTH LADHA,Indian National Congress,55822
,,,,
MP,SHIVPURI,MOHAMMAD IRSHAD RAYEEN,Bahujan Samaj Party,13889
,,,,
MP,SHIVPURI,BRAJESH SINGH TOMAR (PATRKAR),Sapaks Party,2147
,,,,
MP,SHIVPURI,KOMAL PRASAD KOLI,Rashtriya Rakshak Morcha,1522
,,,,
MP,SHIVPURI,HAJARI LAL KOTIYA (RATHOR),Independent,1040
,,,,
MP,SHIVPURI,SISHUPAL JATAV,Independent,758
,,,,
MP,SHIVPURI,VIRENDRA ADIVASI,Independent,590
,,,,
MP,SHIVPURI,PEEYUSH SHARMA AD.,Aam Aadmi Party,576
,,,,
MP,SHIVPURI,PREM NARAYAN KUSHWAH,Independent,395
,,,,
MP,SHIVPURI,RAJENDRA SINGH CHOUDHARY,Bahujan Sangharshh Dal,382
,,,,
MP,SHIVPURI,RAJKUMAR,Independent,255
,,,,
MP,SHIVPURI,PUNJAB SINGH JATAV,Independent,237
,,,,
MP,SHIVPURI,None of the Above,None of the Above,2018
,,,,
MP,SHUJALPUR,INDER SINGH PARMAR,Bharatiya Janata Party,78952
,,,,
MP,SHUJALPUR,RAMVEER SINGH SIKARWAR,Indian National Congress,73329
,,,,
MP,SHUJALPUR,JAY SHINGH MISTREE,Bahujan Samaj Party,2046
,,,,
MP,SHUJALPUR,GOVIND SINGH,Bahujan Sangharshh Dal,1553
,,,,
MP,SHUJALPUR,NAVIN KUMAR VARMA (PANDIT),Independent,990
,,,,
MP,SHUJALPUR,SHRI SURAJ SHINGH JI PARMAR ( JIYAJI ),Aam Aadmi Party,489
,,,,
MP,SHUJALPUR,RAMESH YADVA (BHANEJ),Independent,446
,,,,
MP,SHUJALPUR,SANT PREETAM MAHARAJ,Shiv Sena,434
,,,,
MP,SHUJALPUR,RAJENDRA MAHAJAN,Sapaks Party,376
,,,,
MP,SHUJALPUR,DINESH SHINDAL,Prajatantrik Samadhan Party,267
,,,,
MP,SHUJALPUR,None of the Above,None of the Above,1881
,,,,
MP,SIDHI,KEDAR NATH SHUKL,Bharatiya Janata Party,69297
,,,,
MP,SIDHI,KAMLESHWAR PRASAD DWIVEDI,Indian National Congress,49311
,,,,
MP,SIDHI,"KRISHN KUMAR SINGH ""BHANWAR SAHAB""",Samajwadi Party,9540
,,,,
MP,SIDHI,MANOJ KOL,Bahujan Samaj Party,7822
,,,,
MP,SIDHI,RAMPRATAP SINGH YADAV,Independent,4710
,,,,
MP,SIDHI,"CHANDRA SHEKHAR SINGH ""OLKO""",Independent,3532
,,,,
MP,SIDHI,SHAILENDRA TIWARI (SHAILU DUTT),Independent,1721
,,,,
MP,SIDHI,VISHWANATH YADAV,Bhartiya Shakti Chetna Party,1124
,,,,
MP,SIDHI,ANIL GUPTA,Shiv Sena,878
,,,,
MP,SIDHI,"ARVIND SHUKLA "" MAI KE LAL""",Sapaks Party,778
,,,,
MP,SIDHI,RAJ KUMAR JAYASWAL,Peoples Party of India (Democratic),760
,,,,
MP,SIDHI,RAM BISHAL VISHWAKRMA,Aam Aadmi Party,694
,,,,
MP,SIDHI,None of the Above,None of the Above,2823
,,,,
MP,SIHAWAL,KAMLESHWAR INDRAJEET KUMARE,Indian National Congress,63918
,,,,
MP,SIHAWAL,SHIVA BAHADUR SINGH CHANDEL,Bharatiya Janata Party,32412
,,,,
MP,SIHAWAL,VISHWAMITRA PATHAK,Independent,27121
,,,,
MP,SIHAWAL,NISAR ALAM FAKHRUDDIN (HAJI),Bahujan Samaj Party,6977
,,,,
MP,SIHAWAL,"NARENDRA PRATAP SINGH ""NANDJI""",Samajwadi Party,3068
,,,,
MP,SIHAWAL,GAIBI PRASAD VISHWAKARMA,Bahujan Mukti Party,2291
,,,,
MP,SIHAWAL,SUKHRAM KUSHWAHA,Aam Aadmi Party,1915
,,,,
MP,SIHAWAL,VINOD CHAUBEY,Sapaks Party,1841
,,,,
MP,SIHAWAL,BHARAT PATEL,Bhartiya Shakti Chetna Party,1397
,,,,
MP,SIHAWAL,SHESHMANI AHIWARAN SAHU,Independent,1255
,,,,
MP,SIHAWAL,BHAI LAL SINGH,Independent,1216
,,,,
MP,SIHAWAL,MAHADEV SAKET,Nirbal Indian Shoshit Hamara Aam Dal,1119
,,,,
MP,SIHAWAL,MARKANDE PRASAD RAWAT,Independent,1060
,,,,
MP,SIHAWAL,BHOLE SAKET,Independent,761
,,,,
MP,SIHAWAL,PRADEEP PATEL,Peoples Party of India (Democratic),554
,,,,
MP,SIHAWAL,None of the Above,None of the Above,2477
,,,,
MP,SIHORA,SMT. NANDNI MARAVI,Bharatiya Janata Party,73312
,,,,
MP,SIHORA,KHILADI SINGH AARMO,Indian National Congress,66489
,,,,
MP,SIHORA,SMT. BABITA GAUTIYA,Bahujan Samaj Party,6028
,,,,
MP,SIHORA,MAAHU SINGH PARASTE,Gondvana Gantantra Party,5937
,,,,
MP,SIHORA,SANJAY KUMAR KOL,Sapaks Party,2464
,,,,
MP,SIHORA,ANOD SINGH BAIGA,Bhartiya Shakti Chetna Party,1408
,,,,
MP,SIHORA,PRIYA SINGH THAKUR,Aam Aadmi Party,1224
,,,,
MP,SIHORA,None of the Above,None of the Above,4620
,,,,
MP,SILWANI,RAMPAL SINGH,Bharatiya Janata Party,64222
,,,,
MP,SILWANI,DEVENDRA PATEL,Indian National Congress,57150
,,,,
MP,SILWANI,NEELMANI SHAH (BABA SAHAB),Independent,16892
,,,,
MP,SILWANI,GORI SINGH YADAV,Samajwadi Party,3606
,,,,
MP,SILWANI,RAMRISHI,Independent,2018
,,,,
MP,SILWANI,DINESH,Independent,1892
,,,,
MP,SILWANI,BABU LAL PAHALWAN,Bahujan Samaj Party,1278
,,,,
MP,SILWANI,RAMPAL SINGH,Independent,1175
,,,,
MP,SILWANI,PRABHAT (PRATAP GIRI),Independent,1081
,,,,
MP,SILWANI,PANCHAM AHIRVAR,Independent,791
,,,,
MP,SILWANI,HARINARAYAN,Independent,764
,,,,
MP,SILWANI,MUNSHI LAL SILAWAT,Bahujan Sangharshh Dal,606
,,,,
MP,SILWANI,KHANGAR NIRBAY SINGH,Independent,555
,,,,
MP,SILWANI,"MOHD TALAT KHAN ""TALAT""",Independent,453
,,,,
MP,SILWANI,MUNNA,Independent,449
,,,,
MP,SILWANI,ABDUL BAHEED KHAN,Sapaks Party,447
,,,,
MP,SILWANI,SANGHARSH KUMAR SHARMA,Shiv Sena,412
,,,,
MP,SILWANI,SANTOSH KUMAR RAGHUWANSHI,Aam Aadmi Party,356
,,,,
MP,SILWANI,SUNEEL KUMAR,Independent,246
,,,,
MP,SILWANI,None of the Above,None of the Above,675
,,,,
MP,SINGAROULI ,RAMLALLU VAISHYA,Bharatiya Janata Party,36706
,,,,
MP,SINGAROULI ,RENU SHAH,Indian National Congress,32980
,,,,
MP,SINGAROULI ,RANI AGRAWAL,Aam Aadmi Party,32167
,,,,
MP,SINGAROULI ,SURESH SHAHWAL,Bahujan Samaj Party,15044
,,,,
MP,SINGAROULI ,ARAVIND SINGH CHANDEL,Independent,13876
,,,,
MP,SINGAROULI ,SHIKHA SINGH W/O OMPRAKASH SHINGH,Samajwadi Party,4680
,,,,
MP,SINGAROULI ,ASHOK KUMAR DUBEY,Communist Party of India,1892
,,,,
MP,SINGAROULI ,PUSHPENDRA KUMAR GUPTA,Independent,1664
,,,,
MP,SINGAROULI ,ASHWANI KUMAR TIWARI,Sapaks Party,1402
,,,,
MP,SINGAROULI ,SHIVPRASAD SHAH,Bhartiya Shakti Chetna Party,1071
,,,,
MP,SINGAROULI ,AJEET DEO PANDEY,Independent,1031
,,,,
MP,SINGAROULI ,RAJEEV KUMAR SINGH,Jan Adhikar Party,983
,,,,
MP,SINGAROULI ,NARENDRA KUMAR DUBEY,Saman Aadmi Saman Party,879
,,,,
MP,SINGAROULI ,LALAN KUMAR PANIKA,Independent,818
,,,,
MP,SINGAROULI ,RAKESH TIWARI URF DABBU BHAIYA,Jan Kalyan Party,811
,,,,
MP,SINGAROULI ,VISHWABHARAN DWIVEDI,Shiv Sena,701
,,,,
MP,SINGAROULI ,LAXMI KANT,Independent,529
,,,,
MP,SINGAROULI ,NAND KISHOR PATEL,Peoples Party of India (Democratic),465
,,,,
MP,SINGAROULI ,RAMLAKHAN SHRMA,Independent,436
,,,,
MP,SINGAROULI ,None of the Above,None of the Above,882
,,,,
MP,SIRMOUR,DIVYARAJ SINGH,Bharatiya Janata Party,49443
,,,,
MP,SIRMOUR,DR. ARUNA VIVEK TIWARI,Indian National Congress,36042
,,,,
MP,SIRMOUR,RAMGARIB BANVASI,Bahujan Samaj Party,18466
,,,,
MP,SIRMOUR,PRADEEP SINGH PATNA,Samajwadi Party,11144
,,,,
MP,SIRMOUR,SATISH SHUKLA,Sapaks Party,1564
,,,,
MP,SIRMOUR,LAL MANI KUSHWAHA,Rashtriya Lok Samta Party,1092
,,,,
MP,SIRMOUR,LAXMI KANT MISHRA,Rashtriya Sanyukt Samaj Party,1049
,,,,
MP,SIRMOUR,VIDYAPAL GAUTAM,Independent,1039
,,,,
MP,SIRMOUR,RAJKUMAR URMALIYA,Janata Dal  (Secular),900
,,,,
MP,SIRMOUR,COM. GAYA PRASAD MISHRA,Communist Party of India,765
,,,,
MP,SIRMOUR,DILEEP SINGH,Peoples Party of India (Democratic),725
,,,,
MP,SIRMOUR,PRAMOD PAYASI,Aam Aadmi Party,707
,,,,
MP,SIRMOUR,"ALIND DWIVEDI "" TANU """,Anarakshit Samaj Party,647
,,,,
MP,SIRMOUR,SUBHRANSHU DWIVEDI - PADARI,Public Political Party,604
,,,,
MP,SIRMOUR,JOKHULAL KOL,Communist Party of India  (Marxist),410
,,,,
MP,SIRMOUR,RAJESH TIWARI,Independent,409
,,,,
MP,SIRMOUR,VISHNU CHATURVEDI,Bhartiya Shakti Chetna Party,405
,,,,
MP,SIRMOUR,VINAY KUMAR TIWARI,Shiv Sena,365
,,,,
MP,SIRMOUR,URMILA GAUTAM,Akhil Bharatiya Hind Kranti Party,364
,,,,
MP,SIRMOUR,GAUTAM OMKAR NATH,Independent,141
,,,,
MP,SIRMOUR,None of the Above,None of the Above,651
,,,,
MP,SIRONJ,UMAKANT SHARMA,Bharatiya Janata Party,83617
,,,,
MP,SIRONJ,MASARRAT SHAHID,Indian National Congress,48883
,,,,
MP,SIRONJ,ISEM SINGH MORYE,Bahujan Samaj Party,11408
,,,,
MP,SIRONJ,HIMMAT SINGH,Independent,1735
,,,,
MP,SIRONJ,SHISHU PAL YADAV,Independent,1101
,,,,
